theme,datetime,title,new_content,sentiment
오늘의 뉴스,2017-12-22,경북 동물바이오산업 적극 지원(12/21),"					경북 동물바이오산업 적극 지원경북도에 동물바이오산업 지원 클러스터가 들어선다.도는 지난 14일 도청에서 ‘국가 동물바이오산업 지원 클러스터 기본계획 수립 연구용역 보고회’를 열었다. 클러스터는 총괄기능을 담당하는 동물의약품사업화지원단 산하에 동물의약품 임상시험센터, 특정병원체부재(SPF) 산업동물 생산기지, 동물의약품실용화센터로 구성된다. 동물의약품 임상시험센터는 신약개발 등 기업체 연구개발을 지원하게 된다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,잔류 위반…휴약기간 준수가 관건(12/21),"					잔류 위반…휴약기간 준수가 관건57% 차지…동약 안전수칙 지켜야살충제 계란 파동 이후 축산물의 잔류물질에 대한 경계의 목소리가 높아지고 있는 가운데 휴약 기간만 제대로 지켜도 잔류 위반을 절반 이상 줄일 수 있는 것으로 나타났다.최근 농림축산검역본부는 ‘축산물의 잔류물질 안전관리 이렇게 해봅시다’라는 홍보 리플릿을 6만부 제작, 관련업계 81개소에 배부했다. 검역본부는 이를 통해 최근 휴약 기간 미준수로 인한 잔류 위반율이 늘고 있다며 이를 예방하기 위해 동물용 의약품 안전사용을 위한 10대 수칙을 소개했다. 지난해 기준 잔류 위반 사유를 보면 휴약 기간 미준수가 57%로 절반을 넘었다. 이에 검역본부는 축산 농가들이 동물용의약품의 휴약 기간 및 용법 용량을 철저히 지킬 것을 강조했다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,한돈 소비 ‘사각지대’ 요리 개발(12/21),"					한돈 소비 ‘사각지대’ 요리 개발‘등심스테이크’ 등 10가지 선봬고단백 제공으로 건강 기여 기대한돈자조금관리위원회가 100세 시대를 맞아 노인 건강 증진과 한돈 소비활성화를 위한 고령친화 한돈 건강식 알리기에 나섰다.한돈자조금은 지난 13일 대한영양사협회와 함께 서울 소공동 롯데호텔에서 ‘한돈 건강식 메뉴 개발 발표회’를 갖고 단백질 섭취가 어려운 노인, 환자, 유아를 대상으로 우리 한돈을 활용한 한돈 건강식 메뉴를 선보였다.이 날 한돈자조금이 대한영양사협회와 함께 선보인 한돈 건강식은 한돈을 주재료로 연화식 형태로 개발해 일반 음식과 동일한 맛과 모양을 가지고 있다. 또한 수비드 조리법(저온 진공조리법)을 활용. 음식을 씹고 삼키기 편한 특징이 있어 씹는 데 불편함이 있거나 소화 기능이 약한 노인, 환자, 유아가 섭취하기 좋다.이날 소개된 한돈건강식 메뉴는 ‘등심스테이크’ ‘포크웰링턴’ ‘한돈샐러드’ 등 총 10여종에 달하며, 조리방법, 천연효소의 이용을 달리해 씹는 힘과 소화기능, 식욕이 떨어진 고령자나 환자 등이 손쉽게 고단백 영양식을 즐길 수 있게 개발됐다. 고기는 고령층이 선호하는 1위 고단백 영양식이다. 하지만 소화가 어렵고, 치아가 불편한 노인이나 유아들은 먹기 어려운 불편함이 있었다. 그러나 이러한 한돈 건강식의 개발로 누구나 쉽게 우리돼지 한돈을 즐길 수 있게 됐다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,‘다산성 모돈 관리 매뉴얼’ 배포(12/21),"					‘다산성 모돈 관리 매뉴얼’ 배포단계별 사양 및 관리자 역할 실려한돈협회가 한돈농가 생산성 향상을 위한 ‘다산성 모돈 사양관리 매뉴얼’을 제작해 배포했다.협회는 최근 많은 농가들이 생산성 향상을 위해 다산성 모돈을 도입하고 있지만, 국내 현장에 맞는 매뉴얼이 없어 번식에 어려움을 겪고 있다고 지적, 국내 양돈 현장을 고려한 다산성 모돈에 대한 사양관리 표준을 제시코자 매뉴얼을 만들고 책자로 만들었다고 밝혔다.매뉴얼 내용은 △다산성 모돈의 개요 △후보돈 관리 △임신돈 관리 △분만관리 △포유모돈 관리 △포유자돈 관리 △이유모돈 관리 △관리자의 역할이 실려 있다. 이 메뉴얼은 한돈자조금사업의 일환으로 제작돼 한돈농가에 무료로 배부되고 있으며, 교육기관 및 관련업체는 신청하면 발간 범위 내에서 무료로 받아볼 수 있다. (문의 : 한돈협회 홍보팀 070-4616-4259).				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,“돈육 원산지 위반 꿈도 꾸지 마라”(12/21),"					“돈육 원산지 위반 꿈도 꾸지 마라”과학적인 원산지 판별법 개발‘육안 판명 불가용’ 적발 가능조재호 원장, 단속 실효성 기대“과학기술을 활용한 돼지고기 원산지 판별법이 개발돼 앞으로 원산지 위반 업체들을 색출할 계획입니다.”조재호<사진> 농산물품질관리원장은 지난 12일 경기도 안양지원에서 출입기자 간담회를 개최한 자리에서 17년도 주요 업무 성과를 보고하면서 이 같이 강조했다.조 원장은 “돼지고기는 국민들이 가장 많이 소비하는 육류로 지속적인 단속에도 불구하고 원산지를 속여 판매하는 행위가 끊이지 않고 있다”며 “이러한 문제점을 해결하기 위해 수년간의 연구를 통해 돼지고기에 대한 과학적인 원산지 판별법 개발에 성공했다”고 밝혔다. 원산지 판별법은 이화학분석 기술을 기반으로 동일한 품종이라도 국가별 사료·기후 등 사육 환경이 다를 경우 육질 차이가 발생한다는 원리를 이용하고 있다.이에 조 원장은 “그동안 돼지고기 원산지 위반 단속 시 육안으로 보고, 주요 거래 장부 명부를 기준으로 단속했지만, 지능적인 위반에는 대처하기 어려웠다”며 “그러나 과학적인 판별법 개발로 지능적인 위반에 대처가 가능, 앞으로 돼지고기 원산지 위반 단속에 큰 실효성을 거둘 수 있을 것”이라고 기대했다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,‘무허가 돈사 적법화’ 특별법 촉구(12/21),"					‘무허가 돈사 적법화’ 특별법 촉구축단협 20일 집회서 요구축산농가들이 기간 연장 및 특별법 제정을 촉구하고 나섰다.축산관련단체협의회는 지난 20일 여의도에서 ‘무허가 축사 적법화 기한 연장·특별법 촉구’ 전국 축산인 총궐기대회를 개최했다. 축단협에 따르면 전체 축산농가 중 무허가 축사는 약 47.7%(6만190호)이며 12월 현재 적법화율은 12.1%에 불과, 내년 3월23일 이후 축산업 생산 기반 붕괴가 예상된다며 이 같이 대규모 집회를 통해 기한 연장 등을 요구했다.축단협이 크게 요구하는 사항은 2가지로 첫째, 무허가 축사 적법화 기간 3년 연장이다. 그동안 적법화 시간적 한계와 두 번째로 특별법 제정이다. 가축분뇨법 취지에 맞도록 규제 방향을 전환하거나 최소한의 행정절차로 ‘사용 승인’ 제도 도입 등 특별법 마련이 요구된다는 것이다. 축단협은 내년 2월 국회에서 연장 법안이 통과될 수 있도록 다시 한 번 집회 개최를 고려하고 있으며, 내년 2월까지 총력을 기울일 전망이다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,육가공품 수입 크게 늘어(12/21),"					육가공품 수입 크게 늘어10월말 4만6천톤 작년비 27% ↑육가공품의 수입이 매년 급증하고 있다.최근 육류유통수출협회에 따르면 10월말 식육 가공품 수입물량은 4만6천여톤으로 지난해 동기간 3만6천톤에 비해 27% 증가했다.육가공품 수입량은 지난 09년 이후 연속 증가해 왔으며 지난 12년 이후 매년 사상 최고치를 경신하고 있는 중이다. 이에 올해 역시 지난해 기록을 경신, 새로운 수입량 기록을 세우게 됐다. 특히 육가공품 수입은 국내 육가공품 생산에 비해 월등히 빠른 속도로 늘고 있다. 지난해 기준 2010년과 비교 시 육가공품의 국내 생산은 18만톤서 23만톤으로 26% 증가한데 비해 수입은 2만2천여톤서 4만6천여톤으로 2배 이상(105.6%) 늘었다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,"구제역 백신 개발, 中과 협력 추진(12/21)","					구제역 백신 개발, 中과 협력 추진한-중 농축산부 장관 MOU중국과 구제역 백신 개발을 위한 협력이 추진된다.김영록 농림축산식품부 장관은 지난 13~15일 한중 정상회담 수행을 위해 중국 베이징을 방문, 한창푸 중국 농업부 장관과 ‘한중 동물 위생 검역 협력을 위한 양해각서(MOU)’에 서명했다. 특히 이 자리에서 중국과 구제역 백신 개발을 위한 협력 방안에 대해서도 논의했다. 현재 중국은 구제역 백신을 자체 개발·생산·보급하고 있어 그동안 축적된 경험과 노하우를 벤치마킹할 경우 우리나라 백신 국산화 조기 달성에 도움이 될 것으로 기대된다고 농축산부는 밝혔다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,농축산물 선물 10만원으로(12/21),"					농축산물 선물 10만원으로김영란법 개정…경조사비는 낮춰부정청탁금지법(김영란법)의 선물 가액이 농축산물에 한해 상향 조정됐다.국민권익위원회는 지난 11일 전원위원회에서 이 같은 내용을 골자로 한 청탁금지법 시행령 개정(안)을 가결했다. 주요 내용은 선물 대상 품목 중 농축산물에 대한 가액 기준을 기존 5만원에서 10만원까지 높이는 것이다. 반면 경조사비는 10만원에서 5만원으로 낮췄으며 식사비는 현행 3만원이 유지됐다. 농림축산식품부는 김영란법 시행 이후 농업계 피해가 상당부분 해소될 것으로 기대된다고 밝혔다. 다만 한우·인삼 선물 등은 70% 이상이 10만원 이상으로 구성돼 있어 이번 개정에도 피해 해소에는 한계가 있을 것으로 보여 피해 최소화를 위한 산업 지원 대책 마련을 추진한다는 계획이다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,EU산 돈육 수입 패턴 삼겹 중심 탈피(12/21),"					EU산 돈육 수입 패턴 삼겹 중심 탈피2010년 97%서 올해 74%로 줄어앞다리 목심 등으로 수입 다변화국내 수요 변화와 FTA 영향도삼겹살 위주이던 EU(유럽연합)산 수입 돼지고기의 품목이 다양화되는 흐름을 보이고 있다.11월말 기준 EU 국가들의 부위별 수입현황을 분석한 결과 EU산 전체 수입량 17만2천톤 중 삼겹살은 12만9천톤으로 74%를 차지했다. 이는 한-EU FTA 발효 이전인 2010년 97%와 비교하면 23%P 가량 낮은 수준이다.국가별로 보면 스페인산 돼지고기 중 삼겹살의 비중은 지난 2010년만 해도 92%에 달했지만 올해는 33%로 준 대신 전지가 45%로 가장 많았고 목심 13% 등으로 삼겹 이외 부위 비중이 더 높았다. 네덜란드의 경우 2010년에는 99%가 삼겹이었지만 올해 59%로 40%P 가량 낮아졌으며 역시 전지가 34%로 크게 늘었다. 벨기에도 100%에 가깝던 삼겹 비중이 올해 78%로 낮아졌다. 독일과 프랑스는 올해 삼겹 비중이 각각 93%씩으로 여전히 높았지만 2010년 각각 99%, 96.4% 였던 것과 비교하면 역시 삼겹이 준 것이다.이는 국내 전체 돼지고기 수입량 가운데 삼겹 비중이 다소 준 것이 한 원인이다. 최근 돼지 값 강세로 삼겹 이외 저렴한 가공용 부위의 수요가 늘면서 전체 수입량 가운데 삼겹 비중이 2010년 60%서 올해는 11월말 기준 47%로 줄었다. 대신 전지가 22%서 올해 39%로 크게 늘었다.또한 FTA도 중요한 원인으로 분석된다. EU와의 FTA 발효 이전 25%였던 관세는 품목에 따라 인하폭과 시기가 달리 적용되고 있는데 냉동 삼겹살은 올해 상반기 11.3%, 하반기 9%로 적용되는데 비해 냉동 돼지고기는 지난해 하반기 이후 관세가 없어 상대적으로 삼겹보다 FTA 관세 인하 혜택이 크다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,구제역 항체 양성률 상승 (12/21),"					구제역 항체 양성률 상승 10월말 75.7%관리농가도 양호올해 구제역 항체 양성률이 크게 상승하며 발생 가능성도 낮아지고 있다.농림축산식품부에 따르면 올해 10월말까지 구제역 백신 평균 항체 형성률은 75.7%로 나타나 지난 15년 64.4%, 16년 69.7%보다 크게 상승, 연간 평균 항체가 수준이 최초로 70% 이상 나타난 것으로 분석했다.특히 항체가 저조 농가 88호에 대해 집중 관리 및 조치를 실행한 결과, 이들 농가의 평균 항체율이 번식돈은 91.3%, 비육돈 76.9%로 항체가가 크게 향상된 것으로 나타났다. 또한 구제역 백신 수급 상황도 원활, O형 완제품의 경우 3가지 백신이 원활하게 공급되고 있으며 A형 완제품도 320만두 재고를 확보하는 있다.이에 전문가들은 2011년 이후 매해 구제역이 발생했지만, 올해 겨울은 발생 가능성이 어느 때보다 낮으며 발생해도 항체 형성률이 높아 신속히 대처할 수 있을 것이라고 주장하고 있다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,“한돈 수취 가격 변동 없도록 하세요”(12/21),"					“한돈 수취 가격 변동 없도록 하세요”농축산부 정산가격 변화로 시장 교란 우려한 돈 협 육가공업계 담합 의심 사례 있어최근 돼지 가격 정산 기준 변화로 돼지고기 시장의 교란이 우려되고 있다. 이에 농림축산식품부는 돼지 정산 가격 변화에 따른 농가들의 수취 가격이 변동 없도록 철저 지도를 당부했다.농축산부는 최근 육가공업체들이 정산 기준 전환을 빌미로 통상 거래 관행을 벗어나 농가로부터 기존 거래가격보다 낮은 가격으로 구매하거나 정육점 등에 높은 가격으로 판매함으로써 돼지고기 시장을 교란시키는 일이 발생하지 않도록 관련업계의 지도 홍보를 요청했다.그러나 한돈협회에 따르면 최근 돼지가격 정산기준 전환을 빌미로 등급제 정산 전면 시행을 뒷전으로 한 채 일부 지역에서는 육가공업체의 담합 의심 사례가 나타나고 있으며, 탕박 등급제 전환보다는 지급률제 전환을 시도하는 사례가 속속 보고되고 있다고 밝혔다. 특히 탕박 지급율 정산에서 박피 지급율로 환산시 67%에도 미치지 못하는 탕박 지급율 75% 적용을 하는 사례도 나타나고 있다고 덧붙였다. 이에 협회는 등급제 정산의 전면 실시를 촉구하며, 도축·유통업계의 탕박 지급률제 일방 계약을 중단할 것을 촉구하기도 했다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,내년 돼지 출하 사상 최대 전망(12/21),"					내년 돼지 출하 사상 최대 전망1,716만두 금년보다 2.6% 증가6~7월 가장 적고 10~11월 최고내년도 출하물량이 사상 최대가 될 것으로 예측된 가운데 올해보다 2.5% 늘어난 1천716만두 수준이 도축될 것으로 예상됐다.한돈협회는 지난 18일 aT센터에서 2018년도 수급 전망에 대한 발표회를 진행, 내년도 출하두수를 전망한 결과 출하두수는 올해보다 2.5% 증가한 1천716만두, 사육두수는 평균 1천1백만두 수준을 형성할 것으로 분석됐다.월별 출하두수의 경우 내년 상반기 출하물량은 853만두로 올해(828만두)보다 3% 늘어나고 하반기 출하물량도 864만두로 금년(845만두)보다 2.2% 증가할 것으로 예측됐다. 내년도 가장 많이 출하하는 달은 10~11월로 평균 160만두가 넘게 출하되며, 6~7월은 평균 125만두로 가장 적게 출하할 것으로 예측됐다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,11월 양돈사료 월 사상최고(12/21),"					11월 양돈사료 월 사상최고58만톤, 전년비 4.4% 증가번식돈 자돈용 증가세 뚜렷내년 돼지 크게 늘어날 듯11월 양돈사료량이 사상 최고치를 기록했다.최근 농림축산식품부에 따르면 11월 양돈사료량은 58만톤을 기록, 전달 54만톤에 비해 7.1%, 지난해 동월 55만5천톤 대비 4.4% 각각 늘었다. 특히 월 사료량으로는 역대 최고치였던 지난 15년 12월 57만4천톤을 넘어서면서 사상 최고치를 경신하게 됐다.용도별로 보면 11월 돼지 출하두수가 160만마리로 한달 물량으로는 사상 최고를 기록한 만큼 비육돈용이 30만톤을 넘겨 전달보다 6.7%, 일년전에 비해 5% 각각 증가했으며 자돈용 역시 17만7천톤으로 10월보다 6.2%, 지난해와 견줘서는 3.1% 각각 늘었다. 이런 가운데 번식돈용은 9만7천여톤을 기록하면서 전달에 비해서는 10.4%, 지난해 동월에 비해서도 5.2% 많아 가장 두드러진 증가폭을 보였다.이는 올해 모돈 입식이 크게 증가한 때문으로 11월말로 따져도 번식돈용은 103만톤으로 전년 대비 6.2% 늘어 최대 증가폭을 기록했다. 또 자돈용 사료 역시 전년 대비 4.2% 많은 182만톤이 생산됐다. 이를 볼때 내년 돼지사육두수는 크게 늘 것으로 전망된다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
오늘의 뉴스,2017-12-22,ASF 국내 유입 노출평가 결과 안심 못해(12/21),"					ASF 국내 유입 노출평가 결과 안심 못해노출 위험도 ‘무시할 만함’보다 높은 수준양돈장 감수성 개체로의 노출 가능성 제기수입 돼지 및 돼지고기 이력추적제 실시를‘구제역’ ‘아프리카돼지열병(ASF)’에 대한 국내 유입 시나리오를 설정하고 수입 위험 평가 단계 중 하나인 ‘노출 평가’를 실시 한 결과, 국내로 유입 시 농가들의 발생 확률은 ‘무시할 만함’보다 높은 단계로 나타나 대책 마련이 요구되고 있다.한돈협회는 지난 15일 김으뜸 강원대 동물의학종합연구소 책임연구원이 수행한 ‘돼지 및 돼지고기 수입 위험평가 선진화를 위한 국내 노출 기법 확립’을 주제로 한 연구 용역 최종 결과 보고회를 진행했다.연구 발표에 따르면 돼지 수입에 의해 구제역과 아프리카돼지열병 병원체가 국내로 유입된다고 가정할 시 이후 감염 경로는 종돈장, 대규모, 번식농가, 인공수정센터 및 멧돼지를 통해 감수성 개체에 노출돼 확산될 수 있다고 밝혔다.또한 돼지고기의 경우 돼지고기가 수입판매업체를 거친 후 대형마트, 슈퍼마켓 등과 같이 식품관련시설을 통한 뒤 음식물폐기물 처리업체를 통해 사료화되어 양돈장 감수성 개체에 노출되거나 음식물폐기물 처리업체를 통하지 않은 채 양돈장 감수성 개체에 노출될 수 있다고 보고했다.이에따라 질병 유입 가능성은 국내 국가 검역 체계상 낮지만, 부득이하게 바이러스가 국내로 유입됐다고 가정한다면, 국내로 질병 원인체가 유입 시 4가지 단계(무시할 만함, 낮음, 중등도, 높음)으로 이뤄진 노출 평가 단계에서 국내 방역 환경은 적당히 발생할 수 있는 단계(발생 확률 33~66%)인 ‘중등도’에 해당된다는 것이다. 이는 국내 양돈환경이 현재 후보돈 구입 후 질병 검사 비율이 낮고, 멧돼지와의 접촉도 잦으며, 잔반 급여 농가도 일부 존재하기 때문이라는 것이다.이에 따라 △돼지 및 돼지고기 이력추적제 실시 △수입 후 일정기간 격리 △수입 운송 기자재 관리 강화 △잔반 급여 금지 법제화를 통해 노출위험을 감소시킬 수 있다고 분석했다. 한편 이번 연구는 지정 검역물의 수입을 통한 질병 원인체의 국내 유입 및 전파 위험의 최소화를 위해 요구되는 위험 관리 조치의 과학적인 근거를 강화하고 이를 통해 국제통상 문제발생을 방지하기 위해 실시됐다.				저작권자 © 양돈타임스 무단전재 및 재배포 금지양돈타임스다른기사 보기 ",
축산신문,2022-01-19,"“사료값은 안잡고, 돼지값만 잡나”","
“설 명절 공급 확대 효과 없어…돈가 낮추려는 의도”농림축산식품부가 공판장에 돼지를 출하하는 양돈농가들에 대해 한시적으로 상장 수수료 일부를 지원하고 있다. 설 성수기 돼지 공급 확대를 위해서라는 게 표면적인 이유지만 현실적으로는 전국의 돼지가격이 결정되는 공판장 가격을 낮추려는 의도라는 시각이 확산되고 있다. 생산비가 오를대로 오른 양돈농가들은 불편한 심경을 감추지 못하고 있다.농림축산식품부는 지난 17일부터 공판장에 출하된 돼지 도축 및 상장 수수료를 지원하고 있다. 수수료를 납부한 농가가 오는 28일까지 그 사실을 증명, 해당 공판장(경매장)을 통해 농협경제지주 축산경제(축산물도매분사)에 신청하면 사후 정산하는 방식이다.농식품부는 이를 위해 축산발전기금으로 8억원의 예산을 확보, 마리당 최대 2만원 한도내에서 지원할 예정이다. 등외등급이나 지육상장은 제외되며 예산 소진시 상장이 빠른 순서대로 지원키로 하고 일선 시군을 통해 공판장에 대한 돼지 출하가 확대될 수 있도록 홍보에 나서고 있다.양돈농가들은 강한 불만을 표출하고 있다.경북의 한 양돈농가는 “제주도를 제외한 전국의 도매시장, 그것도 공판장에 상장되는 돼지는 하루 평균 2천두 안팎이다. 이러한 상태에서 물량을 늘려봤자 얼마나 되겠느냐”고 반문하면서 “결국 돼지가격을 낮추려는 얄팍한 속셈 아니냐”고 의혹을 제기했다. 공판장 출하가 조금만 늘어도 경매가격이 하락, 결과적으로 전국 돼지가격에 영향을 미칠 수 밖에 없다는 주장이다. 농식품부가 폭등한 생산비는 외면한 채 돼지가격만 잡으려 한다는 여론도 급속히 확산되고 있다.경기도의 한 양돈농가는 “지난 1년간 사료가격을 중심으로 생산비가 크게 상승, 지금의 돼지가격에도 적자를 보는 농가들이 적지 않다”며 “하지만 정부가 사료가격 안정을 위해 한 일이 뭔가. 그렇다고 돼지가격이 높은 것도 아니다. 해도 너무하는 것 아니냐”고 비난했다.공판장들 역시 당황하는 기색이 역력하다.수도권의 한 공판장 관계자는 “상장 수수료 지원이 공판장 출하량에 조금은 영향을 미칠 수 있지만 국내 전체적인 돼지 수급에는 변화가 없을 것”이라며 “정부  지원이 육가공업계의 명절 작업이 대부분 끝나고 가격이 떨어지기 시작하는 시기와 맞물리게 됐다. 오히려 돼지가격이 문제될 수도 있다”고 지적하기도 했다.이에 따라 공판장 출하량 및 돼지 상장가격 추이에 따라서는 양돈농가들의 강한 반발로 이어질 가능성도 배제치 못하게 됐다. 축산신문, CHUKSANNEWS
",
축산신문,2022-01-19,ASF 발생국 더 늘었다,"
발생 의심 태국 ‘도축장 양성’ 정부 시인



북마케도니아에서도 아프리카돼지열병(ASF)이 발생했다.

농림축산검역본부에 따르면 지난 10일 유럽의 북마케도니아 정부가 자국의 ASF 발생을 세계동물보건기구(OIE)에 공식 보고했다.

이에 따라 지난 10일 현재 ASF 발생이 공식 보고된 국가는 전세계적으로 62개국에 달하게 됐다.

대륙별로는 아프리카가 30개국으로 가장 많고 유럽 16개국, 아시아 13개국, 아메리카 2개국, 오세아니아 1개국의 순이다.

다만 자국의 ASF 발생을 사실상 인정한 태국까지 포함할 경우 ASF 발생국은 더 늘어날 것으로 보인다.

태국 정부는 지난 11일 라콘파톰지역의 도축장 샘플에서 ASF양성반응이 나왔다고 발표했다. 

태국에서는 지난해 12월 애완용 미니돼지의 폐사 원인을 조사한 카셋삿 대학에서 ASF 진단이 나왔을 뿐 만 아니라 지난해 12월15일 대만에 소포로 보내진 태국의 소시지에서도 ASF 양성반응이 나오며 해외 전문가들 사이에서는  ASF 발생 의혹이 끊임없이 제기돼 왔다.

하지만 태국 정부는 지난 10일까지도 ASF 발생을 인정하지 않았다.
",
축산신문,2022-01-19,‘한돈팜스’ 통합유전능력 평가 시스템 가동,"
한돈협, 연동 프로그램 개발…내달 종돈장 데이터 이전 착수

비육농장 성적 종돈개량 반영 기대…농가, 종돈능력 확인 가능



빠르면 오는 3월부터 국내에서도 비육농장의 성적을 종돈개량에 반영할 수 있게 됐다.  

종돈개량 효율을 높일 수 있을 뿐 만 아니라 비육농장에서는 내가 사용하는 종돈의 능력도 확인할 수 있는 길이 열리게 된 것이다.



# F1 혈통 역추적

대한한돈협회(회장 ‘부모 성적조회’를 누르면 혈통관리시스템에 등록되어 있는 부모의 성적을 볼 수 있다. 
▲ ‘부모 성적조회’를 누르면 혈통관리시스템에 등록되어 있는 부모의 성적을 볼 수 있다.
손세희)는 한돈팜스 고도화 작업을 통해 비육농장에 사용하고 있는 번식 모돈의 혈통번호를 통해 해당 모돈을 공급한 GP 및 GGP 농장의 혈통을 역추적 할 수 있는 ‘통합 유전능력 평가 시스템’ 을 최근 구축했다.

비육농장과 GGP, GP 종돈장을 연계하는 방대한 데이터를 고도의 프로그램 설계와 고급 인력을 투입, F1 모돈 혈통등록번호와 농장식별번호를 기준으로 연결함으로써 상호 필요한 자료를 이용할 수 있도록 연동 체계가 만들어진 것이다. 



# 종돈개량 효과 확인 어려워 

이는 한돈자조금사업의 일환으로 대한한돈협회가 실시한 ‘F1 모돈 번식능력 측정을 통한 혈통기록 연계성 연구’가 그 토대가 됐다.

한돈협회에 따르면 세계적인 육종기업들의 경우 여러 가지 방법을 통해 비육 농장의 데이터를 순종돈 개량에 반영하고 있지만 국내에서는 그 필요성만 강조돼 왔을 뿐 막상 실현되지 못했다. 

국내 140여개 종돈장이 육종 피라미드 구조 형태로 GGP와 GP 돈군의 역할을 하고 있으나 GGP, GP 종돈의 당대 능력만 평가되다 보니 최종 소비자 단계인 비육농장에서 유전능력이 얼마나 발휘되는지 제대로 측정할 수 없었던 것이다.

한돈협회는 이러한 국내 현실을 개선해 보자는 게 이번 연구의 목적이었다고 설명했다.

연구를 담당한 정P&C연구소 정종현 박사는 “국내에선 GGP 돈군의 개량도가 얼마나 비육농장에서 실현되고 있는지 조차 알 수 없는게 현실”이라며 “실제로 GGP 돈군과 비육돈군간의 유전적 상관도가 0.7이하로 GGP 돈군 개량이 그대로 비육돈군에 영향을 미치지 않고 있는 것으로 나타났다”고 설명했다.



# 농협 종돈사업소부터 참여

한돈협회는 이에 따라 양돈전산프로그램 한돈팜스 고도화 작업을 통해 지난해 말 종돈장과 비육농장을 연동할수 있는 프로그램 개발을 완료했을 뿐 만 아니라 이를 뒷받침하기 위한 종돈장 관리 프로그램도 새로이 만들었다.

이어 종돈업계를 대상으로 통합 유전능력 평가 시스템 참여 여부에 대한 의사를 타진한 결과 우선적으로 농협중앙회 종돈개량사업소부터 종돈장과 비육농장의 연동 프로그램을 접목시키기로 하고 내달부터 기존 종돈사업소의 데이터 이전 및 시험가동에 돌입키로 했다.

한돈협회는 한달간의 시험가동을 거쳐 오는 3월부터는 본격적으로 통합 유전능력 평가 시스템 운영이 가능할 것으로 전망하고 있다.

이 시스템이 정착될 경우 종돈장에서는 우선적으로 총산자수와 생존산자수 등 비육농장에 공급한 F1의 번식능력이 얼마나 발현되는 지 추적, 그 결과를 종돈개량에 활용할 수 있을 것으로 기대된다.



# 유전적 개량 ‘속도’

비육농장에서 기대할 수 있는 효과도 적지 않을 것으로 보인다.

공급받은 후보돈의 정보를 토대로 GP 농장은 물론, GGP 농장의 개체별 능력까지 파악이 가능, 내 농장에 필요한 종돈을 선택할 수 있는 여건이 마련된 것이다. 

다시말해 산자수가 많은 혈통, 또는 출하 일령이 빠른 혈통의 종돈을 요구 할 수도 있는 시대가 열리기 시작한 것이다.

한돈협회 조진현 상무는 “GGP, GP 및 비육농장의 성적까지 통합한 통합유전능력평가를 통해 기존 종돈장과 양돈장의 데이터 연동을 통해 GGP, GP 순종돈은 물론 비비육농장의 번식돈을 포함한 총체적 유전적 개량 속도를 높일 수 있을 것”이라고 기대하기도 했다.

다만 통합유전능력평가 시스템을 통해 확인할수 있는 정보는 번식능력에 국한될 것으로 보인다. 국내 양돈장 상당수가 혼합정액을 활용하고 있는 만큼 정확한 산육능력의 확인은 지금 수준에선 어렵기 때문이다.  

정종현 전무는 이와 관련 “유전체분석이 활성화되면 산육능력도 확인이 가능해 질 것”이라고 분석하고 “종돈장의 방대한 데이터를 옮기는 작업이 필요한 만큼 초창기 한꺼번에 많은 종돈장의 참여가 어렵다. 순차적으로 참여 종돈장이 확대될 전망”이라고 설명했다.",
